player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Novak Djokovic,94.12,hard,35.76,59.01,49.79,89.32,39.86,74.98,60.92
Andy Murray,89.47,hard,33.81,54.21,48.05,81.24,34.2,74.64,52.75
Kei Nishikori,84.21,hard,29.64,52.5,43.18,84.63,27.03,75.49,54.1
Rafael Nadal,81.25,hard,31.06,52.3,41.35,84.14,28.31,73.33,55.29
David Ferrer,79.17,hard,33.72,54.75,49.66,79.83,33.96,70.21,55.33
Richard Gasquet,76.92,hard,30.51,50.95,44.59,84.51,24.97,75.78,57.87
Stan Wawrinka,76.47,hard,26.88,48.81,40.92,84.35,21.15,75.28,59.39
Roger Federer,76.47,hard,36.38,52.06,45.21,93.03,34.75,81.81,59.61
Tomas Berdych,75.0,hard,31.25,56.48,51.58,85.2,29.9,77.65,56.16
Jack Sock,73.33,hard,27.58,47.65,47.55,81.71,23.24,75.53,54.14
Novak Djokovic,94.12,clay,33.95,56.3,43.88,91.87,35.52,76.05,60.76
Andy Murray,89.47,clay,36.78,57.18,52.38,88.39,37.45,75.85,55.37
Kei Nishikori,84.21,clay,34.96,55.73,49.68,84.99,35.43,74.53,52.44
Rafael Nadal,81.25,clay,39.47,56.58,43.43,82.08,42.17,71.03,53.38
David Ferrer,79.17,clay,38.44,57.5,45.74,80.74,40.53,70.55,54.81
Richard Gasquet,76.92,clay,31.99,50.33,58.99,86.02,26.18,75.95,51.88
Stan Wawrinka,76.47,clay,31.83,52.2,37.3,83.18,26.24,77.03,55.1
Roger Federer,76.47,clay,32.39,50.6,39.95,88.8,27.07,77.63,58.68
Tomas Berdych,75.0,clay,31.83,47.87,46.55,85.65,24.91,77.54,61.02
Jack Sock,73.33,clay,31.15,44.0,52.53,85.68,23.39,76.17,53.91
Novak Djokovic,94.12,grass,30.79,52.01,44.02,94.97,25.53,77.14,63.42
Andy Murray,89.47,grass,25.93,59.76,46.45,90.46,25.01,78.6,55.57
Kei Nishikori,84.21,grass,23.86,53.04,40.61,80.38,20.83,68.33,53.32
Rafael Nadal,81.25,grass,23.48,52.49,53.64,89.57,20.09,73.51,53.38
David Ferrer,79.17,grass,18.42,35.48,0.0,80.0,0.0,83.33,48.28
Richard Gasquet,76.92,grass,32.71,52.85,46.88,91.08,28.16,79.74,59.42
Stan Wawrinka,76.47,grass,25.86,46.06,39.03,95.94,16.26,84.07,58.76
Roger Federer,76.47,grass,30.73,47.89,38.41,96.89,22.72,83.49,58.43
Tomas Berdych,75.0,grass,27.25,57.77,28.89,86.74,22.64,82.3,56.52
Jack Sock,73.33,grass,21.15,37.59,31.25,90.59,18.47,78.56,58.96
